عبارت,فرکانس کل,تعداد پرونده‌ی متمایز,دسته‌ی پیشنهادی,نزدیک‌ترین واژه‌ی موجود (امتیاز),پیشنهاد نهایی,دسته_بازبینی
نماید به,90,87,object,موصى به (0.68),واژه‌ی جدید,object
اگرچه,99,87,principle,فقط در صورتی که (0.58),واژه‌ی جدید,principle
پرداخت آن,103,87,action,پرداخت (0.87),alias پیشنهادی برای «پرداخت»,action
کشور اجمالاً,87,87,concept,وضعیت اقتصادی (0.62),واژه‌ی جدید,concept
روحانی,93,87,role,رئیس قوه قضائیه (0.58),واژه‌ی جدید,role
از دفاتر,100,86,object,دفترخانه (0.72),واژه‌ی جدید,object
پرونده با,91,86,object,پرونده (0.87),واژه‌ی جدید,object
دادگاه مستندا,91,86,object,مستندات (0.66),واژه‌ی جدید,object
باعنایت به,96,86,principle,احتیاط (0.69),واژه‌ی جدید,principle
مبتنی بر,104,86,principle,طبق قانون (0.66),واژه‌ی جدید,principle
فلذا دادگاه,92,86,concept,نظر دادگاه (0.69),واژه‌ی جدید,concept
محکمه پسندی,87,86,object,محکمه (0.76),واژه‌ی جدید,object
است وکیل,116,86,role,وکیل (0.79),واژه‌ی جدید,role
لازم به,105,86,concept,لازمه (0.82),واژه‌ی جدید,concept
بدوی به,104,86,concept,بهای رسمی (0.55),واژه‌ی جدید,concept
مطرح نموده,94,86,action,پیشنهاد (0.70),واژه‌ی جدید,action
نوشته,138,86,role,نویسنده (0.79),واژه‌ی جدید,role
میان,122,86,action,طی تفاهم (0.59),واژه‌ی جدید,action
جزای,178,86,concept,جزا (0.92),alias پیشنهادی برای «جزا»,concept
دائر بر,116,86,object,برات (0.56),واژه‌ی جدید,object
اظهار نموده,124,86,object,اظهارنامه (0.72),واژه‌ی جدید,object
خسارات قانونی,104,86,object,هزینه‌های قانونی (0.80),واژه‌ی جدید,object
از اجرای,99,86,concept,زمان اجرا (0.74),واژه‌ی جدید,concept
وراث,182,86,concept,وراثت (0.92),alias پیشنهادی برای «وراثت»,concept
تصدیر,92,86,concept,تعزیر (0.68),واژه‌ی جدید,concept
این صورت,96,86,principle,فقط در صورت (0.68),واژه‌ی جدید,REMOVE
عقد دائم,124,86,concept,عقد (0.75),واژه‌ی جدید,concept
مشکل,136,86,concept,علت (0.73),واژه‌ی جدید,concept
مرجع محترم,103,86,role,صاحب‌حق (0.69),واژه‌ی جدید,role
دانگ یک,116,86,object,واحد پول (0.56),واژه‌ی جدید,object
به فسخ,131,86,action,فسخ (0.89),alias پیشنهادی برای «فسخ»,action
دلایل موجود,87,86,object,دلایل توجیهی (0.86),واژه‌ی جدید,object
دادیار دیوان,86,86,role,رئیس دادگاه (0.71),واژه‌ی جدید,role
رسمی ثبت,109,86,action,ثبت (0.81),واژه‌ی جدید,action
عدم انجام,122,85,action,عدم حضور (0.80),واژه‌ی جدید,action
محاکم تجدید,95,85,action,تجدید دادرسی (0.83),واژه‌ی جدید,action
دارایی,236,85,concept,مالکیت (0.74),واژه‌ی جدید,concept
ذی,103,85,role,ذی‌نفع (0.72),واژه‌ی جدید,REMOVE
زمانی که,110,85,principle,فقط در صورتی که (0.71),واژه‌ی جدید,principle
سکه بهار,156,85,object,واحد پول (0.51),واژه‌ی جدید,object
بدوی در,93,85,role,اهل (0.54),واژه‌ی جدید,role
برده,109,85,role,زیان‌برده (0.72),واژه‌ی جدید,role
مآلاً,89,85,concept,مظنه (0.65),واژه‌ی جدید,concept
محکومیت خواندگان,114,85,concept,محکومیت (0.73),واژه‌ی جدید,concept
وقت فوق,110,85,concept,ضیق وقت (0.64),واژه‌ی جدید,concept
در دفاع,88,85,action,دفاع (0.87),alias پیشنهادی برای «دفاع»,action
داوری صادر,88,85,action,داوری (0.78),واژه‌ی جدید,action
به یکی,92,85,object,موصى به (0.72),واژه‌ی جدید,object
شهرت,101,85,object,نام (0.58),واژه‌ی جدید,object
تأیید نموده,97,85,action,تأیید (0.89),alias پیشنهادی برای «تأیید»,action
متضمن صدور,94,85,action,صادر کردن گواهی (0.71),واژه‌ی جدید,action
بدلیل,118,85,action,جایگزینی (0.68),واژه‌ی جدید,action
مهم,101,85,concept,لازمه (0.64),واژه‌ی جدید,REMOVE
مشترک با,98,85,role,شریک (0.74),واژه‌ی جدید,role
اینکه با,87,85,principle,طبق قانون (0.69),واژه‌ی جدید,principle
نظر خواه,137,85,role,صاحب‌نظر (0.68),واژه‌ی جدید,role
گردیده،,94,85,action,تصرف (0.64),واژه‌ی جدید,action
دادرسی مورخ,104,85,concept,دادرسی (0.73),واژه‌ی جدید,concept
فرجام‌خواهی,158,85,action,فرجام (0.73),واژه‌ی جدید,action
با اوضاع,88,84,concept,طی شرایط خاص (0.73),واژه‌ی جدید,concept
خواهان،,87,84,role,اصحاب دعوی (0.73),واژه‌ی جدید,role
مزبور را,90,84,object,موصى به (0.67),واژه‌ی جدید,object
مجموع محتویات,89,84,action,جمع‌بندی (0.64),واژه‌ی جدید,action
متنازع فیه,108,84,role,محال عليه (0.71),واژه‌ی جدید,role
موجب نقض,85,84,action,نقض (0.86),واژه‌ی جدید,action
مادتین,94,84,role,مدیون (0.59),واژه‌ی جدید,role
طی آن,113,84,action,طی نامه (0.76),واژه‌ی جدید,action
خصوصی,114,84,principle,حقوق خصوصی (0.81),واژه‌ی جدید,principle
به حضور,120,84,action,عدم حضور (0.72),واژه‌ی جدید,action
بشماره,108,84,object,سریال شماره (0.68),واژه‌ی جدید,object
سپس ظرف,86,84,action,طی آگهی (0.54),واژه‌ی جدید,action
اشکالی,84,84,concept,نقص (0.64),واژه‌ی جدید,concept
ارتباطی,101,84,object,وسایل ارتباطی (0.69),واژه‌ی جدید,object
نرسیده,93,84,object,رسید (0.70),واژه‌ی جدید,object
جای,109,84,object,محل (0.75),واژه‌ی جدید,REMOVE
رد آن,89,84,action,رد (0.83),واژه‌ی جدید,action
اصالت,118,84,concept,اصیل (0.78),واژه‌ی جدید,concept
در مورخه,149,84,principle,طبق قانون (0.66),واژه‌ی جدید,principle
قوه,143,84,concept,اراده (0.64),واژه‌ی جدید,REMOVE
رضا,104,84,role,رشید (0.60),واژه‌ی جدید,REMOVE
مناسب,110,84,action,تأیید (0.68),واژه‌ی جدید,action
نوع طلاق,100,83,concept,طلاق (0.80),واژه‌ی جدید,concept
دکتر,183,83,role,نویسنده (0.65),واژه‌ی جدید,role
شصت,117,83,role,موصی (0.57),واژه‌ی جدید,REMOVE
بخش از,124,83,object,بخش‌نامه (0.69),واژه‌ی جدید,object
قرائت خواهد,83,83,action,پیش‌گویی (0.63),واژه‌ی جدید,action
قسمت اول,87,83,object,سریال شماره (0.59),واژه‌ی جدید,object
مدیریت,131,83,concept,مدیریت حقوقی (0.75),واژه‌ی جدید,concept
آخرین,114,83,object,رکورد (0.63),واژه‌ی جدید,object
خاصی,108,83,role,گروه خاص (0.73),واژه‌ی جدید,role
خواهی خانم,85,83,object,طلب (0.65),واژه‌ی جدید,object
با خواسته,95,83,object,طلب (0.75),واژه‌ی جدید,object
سه سال,111,83,concept,ثلث (0.59),واژه‌ی جدید,concept
تعزیری,182,83,concept,تعزیر (0.92),alias پیشنهادی برای «تعزیر»,concept
است لیکن,88,83,role,ولی (0.63),واژه‌ی جدید,role
اخلاقی,115,83,concept,وجدان حقوقی (0.71),واژه‌ی جدید,concept
خواست,95,83,object,طلب (0.73),واژه‌ی جدید,object
سه دانگ,252,83,concept,ثلث (0.67),واژه‌ی جدید,concept
قانوناً,100,83,principle,طبق قانون (0.85),واژه‌ی جدید,principle
لایحه تجدیدنظرخواهی,87,83,concept,تجدیدنظر (0.79),واژه‌ی جدید,concept
حیث ماهوی,83,83,concept,ماهیت (0.61),واژه‌ی جدید,concept
تهران با,91,83,concept,خارج از موضوع (0.57),واژه‌ی جدید,concept
طبقه,200,83,concept,کلاس (0.70),واژه‌ی جدید,concept
دائمی,122,83,concept,غیرقابل تغییر (0.65),واژه‌ی جدید,concept
نکاح به,121,83,concept,نکاح (0.87),alias پیشنهادی برای «نکاح»,concept
جهت اجرای,158,82,concept,قابل اجرا بودن (0.73),واژه‌ی جدید,concept
مواجه با,92,82,role,مخاطب (0.66),واژه‌ی جدید,role
انقضای,102,82,role,مبطل (0.66),واژه‌ی جدید,role
درحالی که,100,82,principle,فقط در صورتی که (0.68),واژه‌ی جدید,principle
عدم احراز,95,82,concept,عدم صلاحیت (0.78),واژه‌ی جدید,concept
نوعی,94,82,concept,نوع جرم (0.71),واژه‌ی جدید,concept
ختم دادرسی,98,82,concept,دادرسی (0.75),واژه‌ی جدید,concept
شعبه پنجم,145,82,object,شعبه دادگاه (0.70),واژه‌ی جدید,object
از حقوق,109,82,concept,حقوق (0.83),واژه‌ی جدید,concept
نشانی,290,82,object,محل (0.65),واژه‌ی جدید,object
جمهوری,118,82,role,دولت (0.59),واژه‌ی جدید,role
موقع,105,82,object,محل (0.73),واژه‌ی جدید,object
ماده مذکور,90,82,action,طی ماده قانونی (0.65),واژه‌ی جدید,action
توافق طرفین,94,82,concept,توافق (0.83),واژه‌ی جدید,concept
مورد پذیرش,87,82,action,پذیرش (0.87),واژه‌ی جدید,action
دو فقره,148,82,object,تبصره (0.62),واژه‌ی جدید,object
ثبتی شماره,169,82,action,ثبت (0.82),واژه‌ی جدید,action
در موضوع,101,82,concept,خارج از موضوع (0.78),واژه‌ی جدید,concept
در رسیدگی,98,82,action,رسیدگی (0.88),alias پیشنهادی برای «رسیدگی»,action
حبیب,84,82,concept,عقد (0.57),واژه‌ی جدید,concept
گسیختن دادنامه,82,82,concept,ضایع شدن حق (0.65),واژه‌ی جدید,concept
تخلف از,136,82,concept,تخلف (0.94),alias پیشنهادی برای «تخلف»,concept
تصریح شده,102,82,concept,صراحت (0.70),واژه‌ی جدید,concept
ولیکن,96,82,role,ولی (0.70),واژه‌ی جدید,role
بودم,154,82,concept,شخص (0.62),واژه‌ی جدید,concept
مستندات موجود,84,82,object,مستندات (0.88),alias پیشنهادی برای «مستندات»,object
برقرار,86,82,action,حفظ (0.69),واژه‌ی جدید,action
تجدیدنظرخواهی،,83,82,concept,تجدیدنظر (0.83),واژه‌ی جدید,concept
وارد دانستن,85,81,action,ورود اطلاعات (0.66),واژه‌ی جدید,action
وی با,85,81,role,موصی له (0.61),واژه‌ی جدید,role
دادرسی کیفری,164,81,concept,قانون کیفری (0.83),واژه‌ی جدید,concept
موثر در,101,81,concept,قابل اجرا بودن (0.62),واژه‌ی جدید,concept
قالب,97,81,object,نمونه (0.61),واژه‌ی جدید,object
فوق به,88,81,concept,تجاوز (0.63),واژه‌ی جدید,concept
موید,94,81,role,مودع (0.63),واژه‌ی جدید,role
یا مدرک,81,81,object,مدرک (0.79),واژه‌ی جدید,object
تکمیل,116,81,concept,کامل (0.81),واژه‌ی جدید,concept
طرفین دعوی,92,81,role,اصحاب دعوی (0.84),واژه‌ی جدید,role
هریک,105,81,concept,هرم قضائی (0.54),واژه‌ی جدید,concept
امور مدنی،,116,81,principle,حقوق مدنی (0.77),واژه‌ی جدید,principle
نصف,200,81,concept,شبه عقد (0.81),واژه‌ی جدید,REMOVE
سکه تمام,150,81,concept,کامل (0.67),واژه‌ی جدید,concept
بدوی صادر,84,81,role,صادرکننده (0.62),واژه‌ی جدید,role
اجرائیه,165,81,object,هزینه‌های اجرائیات (0.74),واژه‌ی جدید,object
تمبر,99,81,concept,تملیک (0.67),واژه‌ی جدید,concept
عدم توجه,101,81,concept,غفلت (0.78),واژه‌ی جدید,concept
ماهوی به,90,81,role,موصی له (0.56),واژه‌ی جدید,role
که آقای,99,81,role,موصی له (0.68),واژه‌ی جدید,role
طلاق زوجه,99,81,concept,طلاق (0.85),واژه‌ی جدید,concept
صدورحکم,104,81,action,صادر کردن حکم (0.80),واژه‌ی جدید,action
ملکی,107,81,concept,ملکیت (0.77),واژه‌ی جدید,concept
تورم,96,81,concept,وضعیت اقتصادی (0.64),واژه‌ی جدید,concept
توسط خوانده,98,81,action,طی آگهی (0.70),واژه‌ی جدید,action
تجدیدنظرخواه ایراد,81,81,concept,تجدیدنظر (0.76),واژه‌ی جدید,concept
با فرض,89,81,concept,فرض (0.86),واژه‌ی جدید,concept
احداث,206,81,action,تأسیس (0.73),واژه‌ی جدید,action
سوی خوانده,91,81,role,محکوم‌علیه (0.58),واژه‌ی جدید,role
است خوانده,83,81,concept,استقراء (0.66),واژه‌ی جدید,concept
اثباتی,89,81,concept,ثبوت (0.81),واژه‌ی جدید,concept
اتفاق,91,81,object,قضیه (0.70),واژه‌ی جدید,object
جهات مندرج,82,81,object,منقول (0.63),واژه‌ی جدید,object
توسط زوج,101,81,concept,ازدواج (0.65),واژه‌ی جدید,concept
همچنان,87,81,action,حفظ (0.61),واژه‌ی جدید,action
مقدم,106,81,object,یادداشت (0.70),واژه‌ی جدید,object
بی‌اعتباری,86,81,concept,بی‌کفایتی (0.79),واژه‌ی جدید,concept
عقیده,99,80,role,صاحب‌نظر (0.71),واژه‌ی جدید,role
دادگاه حاضر,88,80,action,ورود به دادگاه (0.76),واژه‌ی جدید,action
با اصلاح,106,80,action,اصلاح ذات‌البین (0.71),واژه‌ی جدید,action
انعقاد عقد,100,80,concept,عقد (0.86),واژه‌ی جدید,concept
گرچه,89,80,role,ولی (0.59),واژه‌ی جدید,role
